"flight_id","tanggal","icao24","latitude","longitude","heading","altitude","ground_speed","squawk","radar","aircraft_code","registration","time","departure","destination","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"372295","2023-03-06 14:58:46","8A084A","0.4156","101.4432","1","800","114",,"F-WIBB5","AT76","PK-WJU","1678089525","KNO","PKU","IW1239","IW1239","0","-384","WON1239","WON"
"372296","2023-03-06 14:58:51","8A084A","0.4173","101.4433","2","775","114",,"F-WIBB5","AT76","PK-WJU","1678089528","KNO","PKU","IW1239","IW1239","0","-704","WON1239","WON"
"372297","2023-03-06 14:58:56","8A084A","0.4203","101.4434","1","700","111",,"F-WIBB5","AT76","PK-WJU","1678089534","KNO","PKU","IW1239","IW1239","0","-640","WON1239","WON"
"372298","2023-03-06 14:59:01","8A084A","0.4219","101.4434","1","675","110",,"F-WIBB5","AT76","PK-WJU","1678089537","KNO","PKU","IW1239","IW1239","0","-640","WON1239","WON"
"372299","2023-03-06 14:59:06","8A084A","0.4266","101.4435","2","575","112",,"F-WIBB5","AT76","PK-WJU","1678089546","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372300","2023-03-06 14:59:11","8A084A","0.4281","101.4436","2","550","110",,"F-WIBB5","AT76","PK-WJU","1678089549","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372301","2023-03-06 14:59:16","8A084A","0.4296","101.4437","2","525","111",,"F-WIBB5","AT76","PK-WJU","1678089552","KNO","PKU","IW1239","IW1239","0","-512","WON1239","WON"
"372302","2023-03-06 14:59:21","8A084A","0.4314","101.4438","1","500","113",,"F-WIBB5","AT76","PK-WJU","1678089555","KNO","PKU","IW1239","IW1239","0","-512","WON1239","WON"
"372303","2023-03-06 14:59:26","8A084A","0.4363","101.4438","1","425","113",,"F-WIBB5","AT76","PK-WJU","1678089565","KNO","PKU","IW1239","IW1239","0","-704","WON1239","WON"
"372304","2023-03-06 14:59:31","8A084A","0.4378","101.4439","1","375","113",,"F-WIBB5","AT76","PK-WJU","1678089567","KNO","PKU","IW1239","IW1239","0","-640","WON1239","WON"
"372305","2023-03-06 14:59:36","8A084A","0.4409","101.444","1","325","110",,"F-WIBB5","AT76","PK-WJU","1678089573","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372306","2023-03-06 14:59:40","8A084A","0.4424","101.444","1","300","109",,"F-WIBB5","AT76","PK-WJU","1678089576","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372307","2023-03-06 14:59:45","8A084A","0.4439","101.444","1","275","110",,"F-WIBB5","AT76","PK-WJU","1678089579","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372308","2023-03-06 14:59:50","8A084A","0.4485","101.4442","1","175","111",,"F-WIBB5","AT76","PK-WJU","1678089588","KNO","PKU","IW1239","IW1239","0","-576","WON1239","WON"
"372309","2023-03-06 14:59:55","8A084A","0.4499","101.4442","1","175","110",,"F-WIBB5","AT76","PK-WJU","1678089591","KNO","PKU","IW1239","IW1239","0","-640","WON1239","WON"
"372310","2023-03-06 15:00:00","8A084A","0.4533","101.4443","2","150","102",,"F-WIBB5","AT76","PK-WJU","1678089598","KNO","PKU","IW1239","IW1239","0","-192","WON1239","WON"
"372311","2023-03-06 15:00:05","8A084A","0.4547","101.4444","2","0","94",,"F-WIBB5","AT76","PK-WJU","1678089601","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372312","2023-03-06 15:00:10","8A084A","0.4576","101.4444","2","0","68",,"F-WIBB5","AT76","PK-WJU","1678089609","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372313","2023-03-06 15:00:15","8A084A","0.459","101.4445","2","0","56",,"F-WIBB5","AT76","PK-WJU","1678089614","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372314","2023-03-06 15:00:20","8A084A","0.46","101.4445","2","0","50",,"F-WIBB5","AT76","PK-WJU","1678089618","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372315","2023-03-06 15:00:25","8A084A","0.4609","101.4445","2","0","43",,"F-WIBB5","AT76","PK-WJU","1678089622","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372316","2023-03-06 15:00:30","8A084A","0.4617","101.4445","2","0","38",,"F-WIBB5","AT76","PK-WJU","1678089626","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372317","2023-03-06 15:00:35","8A084A","0.4629","101.4446","2","0","25",,"F-WIBB5","AT76","PK-WJU","1678089634","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372318","2023-03-06 15:00:40","8A084A","0.4633","101.4446","2","0","15",,"F-WIBB5","AT76","PK-WJU","1678089638","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372319","2023-03-06 15:00:45","8A084A","0.4635","101.4446","8","0","9",,"F-WIBB5","AT76","PK-WJU","1678089642","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372320","2023-03-06 15:00:50","8A084A","0.4636","101.4446","22","0","8",,"F-WIBB5","AT76","PK-WJU","1678089646","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372321","2023-03-06 15:00:55","8A084A","0.4638","101.4448","30","0","5",,"F-WIBB5","AT76","PK-WJU","1678089654","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372322","2023-03-06 15:01:00","8A084A","0.4638","101.4449","30","0","5",,"F-WIBB5","AT76","PK-WJU","1678089658","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372323","2023-03-06 15:01:05","8A084A","0.4638","101.445","30","0","5",,"F-WIBB5","AT76","PK-WJU","1678089662","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372324","2023-03-06 15:01:10","8A084A","0.4639","101.4452","30","0","6",,"F-WIBB5","AT76","PK-WJU","1678089670","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372325","2023-03-06 15:01:15","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089674","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372326","2023-03-06 15:01:20","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372327","2023-03-06 15:01:25","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372328","2023-03-06 15:01:30","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372329","2023-03-06 15:01:35","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372330","2023-03-06 15:01:40","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372331","2023-03-06 15:01:45","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372332","2023-03-06 15:01:50","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372333","2023-03-06 15:01:55","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372334","2023-03-06 15:02:00","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372335","2023-03-06 15:02:05","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372336","2023-03-06 15:02:10","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372337","2023-03-06 15:02:15","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372338","2023-03-06 15:02:20","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372339","2023-03-06 15:02:25","8A0965","0.4112","101.4431","1","875","147",,"F-WIBB5","B738","PK-BGK","1678089740","CGK","PKU","ID6854","ID6854","0","-640","BTK6854","BTK"
"372340","2023-03-06 15:02:25","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372341","2023-03-06 15:02:30","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372342","2023-03-06 15:02:30","8A0965","0.4174","101.4433","1","775","149",,"F-WIBB5","B738","PK-BGK","1678089749","CGK","PKU","ID6854","ID6854","0","-768","BTK6854","BTK"
"372343","2023-03-06 15:02:35","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372344","2023-03-06 15:02:35","8A0965","0.4195","101.4434","1","725","149",,"F-WIBB5","B738","PK-BGK","1678089752","CGK","PKU","ID6854","ID6854","0","-832","BTK6854","BTK"
"372345","2023-03-06 15:02:40","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372346","2023-03-06 15:02:40","8A0965","0.4235","101.4434","1","650","146",,"F-WIBB5","B738","PK-BGK","1678089758","CGK","PKU","ID6854","ID6854","0","-896","BTK6854","BTK"
"372347","2023-03-06 15:02:45","8A084A","0.464","101.4453","33","0","8",,"F-WIBB5","AT76","PK-WJU","1678089675","KNO","PKU","IW1239","IW1239","1","0","WON1239","WON"
"372348","2023-03-06 15:02:45","8A0965","0.4255","101.4434","1","600","146",,"F-WIBB5","B738","PK-BGK","1678089761","CGK","PKU","ID6854","ID6854","0","-768","BTK6854","BTK"
"372349","2023-03-06 15:02:50","8A0965","0.4276","101.4435","1","575","145",,"F-WIBB5","B738","PK-BGK","1678089764","CGK","PKU","ID6854","ID6854","0","-640","BTK6854","BTK"
"372350","2023-03-06 15:02:55","8A0965","0.4336","101.4437","1","450","145",,"F-WIBB5","B738","PK-BGK","1678089773","CGK","PKU","ID6854","ID6854","0","-832","BTK6854","BTK"
"372351","2023-03-06 15:03:00","8A0965","0.4359","101.4437","1","400","144",,"F-WIBB5","B738","PK-BGK","1678089776","CGK","PKU","ID6854","ID6854","0","-960","BTK6854","BTK"
"372352","2023-03-06 15:03:05","8A0965","0.4399","101.4438","1","350","144",,"F-WIBB5","B738","PK-BGK","1678089782","CGK","PKU","ID6854","ID6854","0","-640","BTK6854","BTK"
"372353","2023-03-06 15:03:10","8A0965","0.442","101.444","2","300","144",,"F-WIBB5","B738","PK-BGK","1678089785","CGK","PKU","ID6854","ID6854","0","-640","BTK6854","BTK"
"372354","2023-03-06 15:03:15","8A0965","0.4476","101.4442","1","200","147",,"F-WIBB5","B738","PK-BGK","1678089793","CGK","PKU","ID6854","ID6854","0","-704","BTK6854","BTK"
"372355","2023-03-06 15:03:20","8A0965","0.45","101.4442","1","150","148",,"F-WIBB5","B738","PK-BGK","1678089797","CGK","PKU","ID6854","ID6854","0","-576","BTK6854","BTK"
"372356","2023-03-06 15:03:25","8A0965","0.4534","101.4443","1","0","140",,"F-WIBB5","B738","PK-BGK","1678089802","CGK","PKU","ID6854","ID6854","0","0","BTK6854","BTK"
"372357","2023-03-06 15:03:30","8A0965","0.4579","101.4444","2","0","110",,"F-WIBB5","B738","PK-BGK","1678089810","CGK","PKU","ID6854","ID6854","0","0","BTK6854","BTK"
"372358","2023-03-06 15:03:35","8A0965","0.4599","101.4445","2","0","90",,"F-WIBB5","B738","PK-BGK","1678089814","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372359","2023-03-06 15:03:40","8A0965","0.4613","101.4445","2","0","76",,"F-WIBB5","B738","PK-BGK","1678089818","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372360","2023-03-06 15:03:45","8A0965","0.4626","101.4446","3","0","55",,"F-WIBB5","B738","PK-BGK","1678089822","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372361","2023-03-06 15:03:50","8A0965","0.4644","101.4446","1","0","48",,"F-WIBB5","B738","PK-BGK","1678089830","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372362","2023-03-06 15:03:55","8A0965","0.4649","101.4446","2","0","43",,"F-WIBB5","B738","PK-BGK","1678089832","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372363","2023-03-06 15:04:00","8A0965","0.4656","101.4446","2","0","26",,"F-WIBB5","B738","PK-BGK","1678089837","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372364","2023-03-06 15:04:05","8A0965","0.466","101.4447","2","0","17",,"F-WIBB5","B738","PK-BGK","1678089841","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372365","2023-03-06 15:04:10","8A0965","0.4663","101.4447","5","0","5",,"F-WIBB5","B738","PK-BGK","1678089848","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372366","2023-03-06 15:04:15","8A0965","0.4663","101.4447","5","0","5",,"F-WIBB5","B738","PK-BGK","1678089848","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372367","2023-03-06 15:04:20","8A0965","0.4663","101.4449","5","0","5",,"F-WIBB5","B738","PK-BGK","1678089857","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372368","2023-03-06 15:04:25","8A0965","0.4663","101.445","5","0","5",,"F-WIBB5","B738","PK-BGK","1678089861","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372369","2023-03-06 15:04:30","8A0965","0.4664","101.4452","5","0","5",,"F-WIBB5","B738","PK-BGK","1678089869","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372370","2023-03-06 15:04:35","8A0965","0.4663","101.4453","5","0","6",,"F-WIBB5","B738","PK-BGK","1678089873","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372371","2023-03-06 15:04:40","8A0965","0.4663","101.4454","90","0","8",,"F-WIBB5","B738","PK-BGK","1678089877","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372372","2023-03-06 15:04:45","8A0965","0.4663","101.4455","92","0","7",,"F-WIBB5","B738","PK-BGK","1678089881","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372373","2023-03-06 15:04:50","8A0965","0.4663","101.4458","92","0","6",,"F-WIBB5","B738","PK-BGK","1678089888","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372374","2023-03-06 15:04:55","8A0965","0.4663","101.4459","92","0","6",,"F-WIBB5","B738","PK-BGK","1678089892","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372375","2023-03-06 15:05:00","8A0965","0.4663","101.4459","92","0","6",,"F-WIBB5","B738","PK-BGK","1678089894","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372376","2023-03-06 15:05:05","8A0965","0.4661","101.4459","92","0","6",,"F-WIBB5","B738","PK-BGK","1678089902","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372377","2023-03-06 15:05:10","8A0965","0.466","101.446","92","0","6",,"F-WIBB5","B738","PK-BGK","1678089904","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372378","2023-03-06 15:05:15","8A0965","0.4658","101.4459","92","0","7",,"F-WIBB5","B738","PK-BGK","1678089913","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372379","2023-03-06 15:05:20","8A0965","0.4656","101.4459","182","0","8",,"F-WIBB5","B738","PK-BGK","1678089918","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372380","2023-03-06 15:05:25","8A0965","0.4654","101.4459","182","0","9",,"F-WIBB5","B738","PK-BGK","1678089922","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372381","2023-03-06 15:05:30","8A0965","0.4651","101.4459","182","0","9",,"F-WIBB5","B738","PK-BGK","1678089928","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372382","2023-03-06 15:05:35","8A0965","0.465","101.4459","182","0","10",,"F-WIBB5","B738","PK-BGK","1678089932","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372383","2023-03-06 15:05:40","8A0965","0.4647","101.4459","182","0","8",,"F-WIBB5","B738","PK-BGK","1678089938","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372384","2023-03-06 15:05:45","8A0965","0.4646","101.4459","180","0","8",,"F-WIBB5","B738","PK-BGK","1678089942","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372385","2023-03-06 15:05:50","8A0965","0.4645","101.4461","163","0","6",,"F-WIBB5","B738","PK-BGK","1678089949","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372386","2023-03-06 15:05:55","8A0965","0.4645","101.4462","163","0","6",,"F-WIBB5","B738","PK-BGK","1678089954","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372387","2023-03-06 15:06:00","8A0965","0.4645","101.4463","163","0","6",,"F-WIBB5","B738","PK-BGK","1678089957","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372388","2023-03-06 15:06:05","8A0965","0.4645","101.4464","163","0","5",,"F-WIBB5","B738","PK-BGK","1678089961","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372389","2023-03-06 15:06:10","8A0965","0.4645","101.4466","163","0","4",,"F-WIBB5","B738","PK-BGK","1678089969","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372390","2023-03-06 15:06:15","8A0965","0.4644","101.4466","163","0","4",,"F-WIBB5","B738","PK-BGK","1678089974","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372391","2023-03-06 15:06:20","8A0965","0.4645","101.4467","58","0","3",,"F-WIBB5","B738","PK-BGK","1678089977","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372392","2023-03-06 15:06:25","8A0965","0.4644","101.4467","89","0","2",,"F-WIBB5","B738","PK-BGK","1678089980","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372393","2023-03-06 15:06:30","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089985","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372394","2023-03-06 15:06:35","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372395","2023-03-06 15:06:40","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372396","2023-03-06 15:06:45","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372397","2023-03-06 15:06:50","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372398","2023-03-06 15:06:55","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372399","2023-03-06 15:07:00","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372400","2023-03-06 15:07:05","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372401","2023-03-06 15:07:10","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372402","2023-03-06 15:07:15","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372403","2023-03-06 15:07:20","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372404","2023-03-06 15:07:25","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372405","2023-03-06 15:07:30","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372406","2023-03-06 15:07:35","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372407","2023-03-06 15:07:40","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372408","2023-03-06 15:07:45","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372409","2023-03-06 15:07:50","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372410","2023-03-06 15:07:55","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372411","2023-03-06 15:08:00","8A0965","0.4645","101.4468","58","0","1",,"F-WIBB5","B738","PK-BGK","1678089992","CGK","PKU","ID6854","ID6854","1","0","BTK6854","BTK"
"372412","2023-03-06 15:08:15","8A095A","0.4124","101.4431","2","850","114",,"F-WIBB5","AT76","PK-GJQ","1678090093","KNO","PKU","QG1926","QG1926","0","-512","CTV1926","CTV"
"372413","2023-03-06 15:08:20","8A095A","0.4138","101.4431","2","825","114",,"F-WIBB5","AT76","PK-GJQ","1678090096","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372414","2023-03-06 15:08:25","8A095A","0.4171","101.4433","1","775","115",,"F-WIBB5","AT76","PK-GJQ","1678090102","KNO","PKU","QG1926","QG1926","0","-640","CTV1926","CTV"
"372415","2023-03-06 15:08:30","8A095A","0.4202","101.4434","1","700","114",,"F-WIBB5","AT76","PK-GJQ","1678090108","KNO","PKU","QG1926","QG1926","0","-640","CTV1926","CTV"
"372416","2023-03-06 15:08:35","8A095A","0.4235","101.4434","1","650","115",,"F-WIBB5","AT76","PK-GJQ","1678090114","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372417","2023-03-06 15:08:40","8A095A","0.4253","101.4435","1","600","114",,"F-WIBB5","AT76","PK-GJQ","1678090117","KNO","PKU","QG1926","QG1926","0","-640","CTV1926","CTV"
"372418","2023-03-06 15:08:45","8A095A","0.4268","101.4435","1","575","113",,"F-WIBB5","AT76","PK-GJQ","1678090120","KNO","PKU","QG1926","QG1926","0","-512","CTV1926","CTV"
"372419","2023-03-06 15:08:50","8A095A","0.43","101.4436","1","525","112",,"F-WIBB5","AT76","PK-GJQ","1678090126","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372420","2023-03-06 15:08:55","8A095A","0.4333","101.4437","1","450","112",,"F-WIBB5","AT76","PK-GJQ","1678090132","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372421","2023-03-06 15:09:00","8A095A","0.4346","101.4437","1","450","112",,"F-WIBB5","AT76","PK-GJQ","1678090135","KNO","PKU","QG1926","QG1926","0","-512","CTV1926","CTV"
"372422","2023-03-06 15:09:05","8A095A","0.4377","101.4438","2","375","109",,"F-WIBB5","AT76","PK-GJQ","1678090141","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372423","2023-03-06 15:09:10","8A095A","0.441","101.444","1","325","108",,"F-WIBB5","AT76","PK-GJQ","1678090147","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372424","2023-03-06 15:09:15","8A095A","0.4441","101.444","2","250","107",,"F-WIBB5","AT76","PK-GJQ","1678090154","KNO","PKU","QG1926","QG1926","0","-576","CTV1926","CTV"
"372425","2023-03-06 15:09:20","8A095A","0.4454","101.4441","1","225","107",,"F-WIBB5","AT76","PK-GJQ","1678090156","KNO","PKU","QG1926","QG1926","0","-512","CTV1926","CTV"
"372426","2023-03-06 15:09:25","8A095A","0.4469","101.4441","1","200","106",,"F-WIBB5","AT76","PK-GJQ","1678090159","KNO","PKU","QG1926","QG1926","0","-448","CTV1926","CTV"
"372427","2023-03-06 15:09:30","8A095A","0.4516","101.4443","1","150","107",,"F-WIBB5","AT76","PK-GJQ","1678090169","KNO","PKU","QG1926","QG1926","0","-448","CTV1926","CTV"
"372428","2023-03-06 15:09:35","8A095A","0.4539","101.4443","2","0","98",,"F-WIBB5","AT76","PK-GJQ","1678090173","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372429","2023-03-06 15:09:40","8A095A","0.4555","101.4444","2","0","82",,"F-WIBB5","AT76","PK-GJQ","1678090177","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372430","2023-03-06 15:09:45","8A095A","0.457","101.4444","1","0","70",,"F-WIBB5","AT76","PK-GJQ","1678090181","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372431","2023-03-06 15:09:50","8A095A","0.4592","101.4445","2","0","51",,"F-WIBB5","AT76","PK-GJQ","1678090189","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372432","2023-03-06 15:09:55","8A095A","0.4602","101.4445","2","0","43",,"F-WIBB5","AT76","PK-GJQ","1678090194","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372433","2023-03-06 15:10:00","8A095A","0.4609","101.4445","2","0","37",,"F-WIBB5","AT76","PK-GJQ","1678090198","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372434","2023-03-06 15:10:05","8A095A","0.4615","101.4445","2","0","32",,"F-WIBB5","AT76","PK-GJQ","1678090202","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372435","2023-03-06 15:10:10","8A095A","0.4625","101.4446","2","0","23",,"F-WIBB5","AT76","PK-GJQ","1678090209","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372436","2023-03-06 15:10:15","8A095A","0.463","101.4446","357","0","19",,"F-WIBB5","AT76","PK-GJQ","1678090214","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372437","2023-03-06 15:10:20","8A095A","0.4633","101.4446","2","0","18",,"F-WIBB5","AT76","PK-GJQ","1678090218","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
"372438","2023-03-06 15:10:25","8A095A","0.4636","101.4446","356","0","17",,"F-WIBB5","AT76","PK-GJQ","1678090222","KNO","PKU","QG1926","QG1926","1","0","CTV1926","CTV"
